ID,name,full_name,nationality,league,club,age,birth_date,height_cm,weight_kg,eur_value,eur_wage
233404,I. Rojas,Iván Rojas,Colombia,Colombian Primera A,Envigado FC,19,1997-07-24,177.0,76.0,350000.0,1000.0
213693,J. Rothwell,Joe Rothwell,England,English League One,Oxford United,22,1995-01-11,185.0,77.0,350000.0,2000.0
225213,G. Singh Sandhu,Gurpreet Singh Sandhu,India,,,25,1992-02-03,194.0,90.0,0.0,0.0
231613,S. McCoulsky,Shawn McCoulsky,England,English League Two,Newport County,20,1997-01-06,183.0,70.0,375000.0,5000.0
205502,A. Phillips,Aaron Phillips,Wales,English League One,Northampton Town,23,1993-11-20,171.0,70.0,240000.0,1000.0
29118,S. Ono,Shinji Ono,Japan,Japanese J1 League,Hokkaido Consadole Sapporo,37,1979-09-27,175.0,76.0,70000.0,1000.0
234942,M. Heinrich,Moritz Heinrich,Germany,German 3. Liga,SC Preußen Münster,19,1997-07-03,180.0,75.0,450000.0,1000.0
235966,G. Goñi,Gonzalo Goñi,Argentina,Argentinian Superliga,Boca Juniors,18,1998-08-16,187.0,83.0,375000.0,2000.0
238782,P. Eggersglüß,Phillipp Eggersglüß,Germany,German 3. Liga,Werder Bremen II,22,1995-04-28,182.0,87.0,260000.0,1000.0
239806,A. Khammas,Amine Khammas,Belgium,Belgian First Division A,KRC Genk,18,1999-04-06,174.0,60.0,375000.0,1000.0
223679,T. Rieder,Tim Rieder,Germany,German Bundesliga,FC Augsburg,23,1993-09-03,186.0,77.0,260000.0,3000.0
225727,A. Koçaklı,Alpay Koçaklı,Turkey,Turkish Süper Lig,Alanyaspor,18,1998-09-19,180.0,75.0,325000.0,1000.0
233152,K. Itakura,Ko Itakura,Japan,Japanese J1 League,Kawasaki Frontale,20,1997-01-27,186.0,75.0,290000.0,1000.0
230593,S. van Looy,Sander van Looy,Netherlands,Holland Eredivisie,PEC Zwolle,20,1997-05-29,194.0,77.0,270000.0,1000.0
235969,K. Yaşar,Kadem Yaşar,Turkey,Turkish Süper Lig,Kasimpaşa SK,22,1995-05-18,188.0,83.0,210000.0,1000.0
200386,D. Alfei,Daniel Alfei,Wales,English League Two,Yeovil Town,25,1992-02-23,180.0,77.0,210000.0,1000.0
235458,C. Kipré,Cédric Kipré,France,Scottish Premiership,Motherwell,20,1996-12-09,196.0,95.0,325000.0,1000.0
240834,L. Carević,Lazar Carević,Montenegro,Spanish Segunda División,FC Barcelona B,18,1999-03-16,195.0,80.0,350000.0,1000.0
181698,A. Bouchard,Alexandre Bouchard,France,French Ligue 2,Chamois Niortais FC,29,1988-05-01,182.0,84.0,140000.0,1000.0
230851,L. Mesa,Lautaro Mesa,Argentina,Argentinian Superliga,Argentinos Juniors,20,1997-04-26,174.0,73.0,375000.0,2000.0
189891,F. Franks,Fraser Franks,England,English League Two,Stevenage,26,1990-11-22,183.0,69.0,200000.0,2000.0
222916,J. Ginnelly,Josh Ginnelly,England,English League Two,Lincoln City,20,1997-03-24,173.0,65.0,350000.0,5000.0
224964,B. Hendriksson,Brandur Hendriksson,Faroe Islands,Danish Superliga,Randers FC,21,1995-12-19,174.0,73.0,325000.0,2000.0
183236,L. Skowron,Łukasz Skowron,Poland,Rep. Ireland Premier Division,St. Patrick's Athletic,26,1991-03-17,186.0,84.0,190000.0,1000.0
221893,P. Golubović,Petar Golubović,Serbia,Italian Serie B,Novara,22,1994-07-13,185.0,80.0,240000.0,1000.0
223429,D. Luxbacher,Daniel Luxbacher,Austria,Austrian Bundesliga,SKN St. Pölten,25,1992-03-13,174.0,71.0,260000.0,2000.0
224965,C. Doidge,Christian Doidge,Wales,English League Two,Forest Green,24,1992-08-25,185.0,77.0,270000.0,2000.0
231877,B. Allen,Brandon Allen,United States,USA Major League Soccer,Minnesota United,23,1993-10-08,185.0,86.0,300000.0,1000.0
235205,B. Gyamfi,Bright Gyamfi,Ghana,Italian Serie A,Benevento Calcio,21,1996-01-20,178.0,76.0,325000.0,3000.0
239301,L. Martínez,Lisandro Martínez,Argentina,Argentinian Superliga,Defensa y Justicia,19,1998-01-18,175.0,70.0,400000.0,1000.0
226246,L. Compagnucci,Lucio Compagnucci,Argentina,Argentinian Superliga,Club Atlético Huracán,21,1996-02-23,174.0,73.0,325000.0,1000.0
194248,Ryang Yong Gi,Yong Gi Ryang,Korea DPR,Japanese J1 League,Vegalta Sendai,35,1982-01-07,173.0,72.0,90000.0,1000.0
235209,A. Siebeck,Alexander Siebeck,Germany,German 3. Liga,Karlsruher SC,23,1993-11-03,183.0,75.0,270000.0,1000.0
212682,B. Morris,Bryn Morris,England,English League One,Shrewsbury,21,1996-04-25,182.0,71.0,375000.0,1000.0
151498,G. Thompson,Garry Thompson,England,English League Two,Morecambe,36,1980-11-24,178.0,76.0,70000.0,1000.0
235978,Kaiser,Juan Carlos Lázaro Cervera,Spain,Spanish Primera División,Levante UD,21,1996-04-04,187.0,80.0,280000.0,2000.0
237259,R. Dunk,Reagan Dunk,United States,USA Major League Soccer,Real Salt Lake,23,1994-02-07,180.0,77.0,270000.0,1000.0
237515,Sillero,Jesús Sillero Martín,Spain,Spanish Segunda División,Córdoba CF,21,1995-12-28,180.0,70.0,325000.0,2000.0
231116,N. Temperini,Nicolás Temperini,Argentina,Argentinian Superliga,Newell's Old Boys,22,1995-02-09,184.0,78.0,240000.0,2000.0
240588,Tanis,Estanislao Marcellán García,Spain,Spanish Segunda División,Real Valladolid,21,1996-04-02,182.0,77.0,260000.0,1000.0
183244,A. Redmayne,Andrew Redmayne,Australia,Australian A-League,Sydney FC,28,1989-01-13,194.0,83.0,150000.0,1000.0
211917,S. Braun,Sandrino Braun,Germany,German 3. Liga,SC Preußen Münster,28,1988-07-04,180.0,73.0,170000.0,1000.0
229582,G. Mancini,Gianluca Mancini,Italy,Italian Serie A,Atalanta,21,1996-04-17,190.0,77.0,270000.0,3000.0
230862,V. Voisin,Valentin Voisin,France,French Ligue 1,SM Caen,21,1996-06-19,181.0,73.0,425000.0,2000.0
237774,M. Tsintsadze,Mate Tsintsadze,Georgia,Polish Ekstraklasa,Pogoń Szczecin,22,1995-01-07,179.0,73.0,290000.0,1000.0
185038,M. Gliwa,Michał Gliwa,Poland,Polish Ekstraklasa,Sandecja Nowy Sącz,29,1988-04-08,188.0,76.0,140000.0,1000.0
212175,P. Farman,Paul Farman,England,English League Two,Lincoln City,27,1989-11-02,186.0,81.0,170000.0,2000.0
231119,Erin Pinheiro,Erin Jorge Gomes Pinheiro,Cape Verde,French Ligue 1,AS Saint-Étienne,19,1997-07-15,190.0,82.0,300000.0,3000.0
232655,S. Juklerød,Simen Juklerød,Norway,Norwegian Eliteserien,Vålerenga Fotball,23,1994-05-18,186.0,80.0,260000.0,1000.0
237519,N. Marfelt,Nicholas Marfelt,Denmark,Holland Eredivisie,Sparta Rotterdam,22,1994-09-15,187.0,83.0,270000.0,2000.0
240847,Leonardo Rocha,Leonardo Miramar Rocha,Portugal,Spanish Primera División,CD Leganés,19,1997-08-23,189.0,72.0,325000.0,2000.0
218576,W. Aimson,Will Aimson,Wales,English League One,Blackpool,23,1994-06-03,179.0,70.0,260000.0,1000.0
227792,G. Al Shelali,Gosay Saad Al Shelali,Saudi Arabia,Saudi Professional League,Al Ittihad,23,1994-02-14,180.0,80.0,250000.0,4000.0
235472,Diego Ferraresso,Diego Gustavo Ferraresso Scheda,Brazil,Polish Ekstraklasa,Cracovia,25,1992-05-21,171.0,71.0,220000.0,1000.0
237520,M. Camara,Mohamed Mady Camara,Guinea,French Ligue 2,AC Ajaccio,20,1997-02-28,182.0,75.0,425000.0,1000.0
239312,D. Avounou,Durel Avounou,Congo,French Ligue 1,SM Caen,19,1997-09-25,179.0,71.0,350000.0,2000.0
232402,Kim Woo Suk,Woo Suk Kim,Korea Republic,Korean K League Classic,Daegu FC,20,1996-08-04,187.0,74.0,325000.0,1000.0
235474,G. Rolando,Gabriele Rolando,Italy,Italian Serie B,Palermo,22,1995-04-02,177.0,71.0,260000.0,4000.0
237010,Deng Hanwen,Hanwen Deng,China PR,,,22,1995-01-08,178.0,73.0,0.0,0.0
237266,M. Epps,Marcus Epps,United States,USA Major League Soccer,Philadelphia Union,22,1995-01-06,178.0,70.0,325000.0,1000.0
228819,M. Vargas,Matías Vargas,Argentina,Argentinian Superliga,Vélez Sarsfield,20,1997-05-08,168.0,66.0,450000.0,2000.0
199892,J. Adão,Joaquim Adão,Switzerland,Swiss Super League,FC Sion,24,1992-07-14,176.0,75.0,270000.0,3000.0
226772,J. Laso,Joaquin Laso,Argentina,Argentinian Superliga,Argentinos Juniors,26,1990-07-04,185.0,78.0,180000.0,2000.0
228053,S. Harrison,Shayon Harrison,England,English Premier League,Tottenham Hotspur,19,1997-07-13,183.0,68.0,450000.0,7000.0
238037,N. Bazzana,Nicolás Bazzana,Argentina,Argentinian Superliga,Estudiantes de La Plata,21,1996-02-24,186.0,78.0,270000.0,2000.0
202198,J. Slew,Jordan Slew,England,English League One,Rochdale,24,1992-09-07,191.0,81.0,280000.0,1000.0
220886,B. Tuiloma,Bill Tuiloma,New Zealand,USA Major League Soccer,Portland Timbers,22,1995-03-27,182.0,78.0,240000.0,1000.0
194006,N. Gétaz,Nicolas Gétaz,Switzerland,Swiss Super League,FC Lausanne-Sports,26,1991-06-11,182.0,75.0,240000.0,2000.0
239319,A. Bradley,Alex Bradley,England,English Premier League,West Bromwich Albion,18,1999-01-27,178.0,64.0,425000.0,5000.0
232920,C. McDermott,Conor McDermott,Republic of Ireland,Rep. Ireland Premier Division,Derry City,19,1997-09-18,173.0,72.0,400000.0,1000.0
238040,M. Knoester,Mats Knoester,Netherlands,Holland Eredivisie,Feyenoord,18,1998-11-19,185.0,81.0,375000.0,1000.0
240088,I. Melnikov,Ivan Melnikov,Russia,Russian Premier League,Amkar Perm,20,1997-01-09,178.0,67.0,290000.0,3000.0
201433,M. Cramer,Mikkel Cramer,Denmark,Danish Superliga,Silkeborg IF,25,1992-01-25,184.0,84.0,230000.0,2000.0
173785,L. Joyce,Luke Joyce,England,English League Two,Carlisle United,29,1987-07-09,180.0,76.0,200000.0,2000.0
240345,I. Kanu,Idris Kanu,England,English League One,Peterborough United,17,1999-12-05,182.0,75.0,425000.0,1000.0
240857,A. Majrashi,Abdullah Majrashi,Saudi Arabia,Saudi Professional League,Al Ahli,19,1997-08-24,172.0,74.0,325000.0,3000.0
241113,Nil Coch,Nil Coch Montaña,Spain,Spanish Primera División,Real Betis Balompié,19,1998-04-24,178.0,72.0,300000.0,1000.0
139482,M. Bean,Marcus Bean,Jamaica,English League Two,Wycombe Wanderers,33,1984-01-02,180.0,73.0,120000.0,3000.0
232410,F. Escales,Florian Escales,France,French Ligue 1,Olympique de Marseille,21,1996-02-03,184.0,78.0,325000.0,2000.0
233178,M. Köhlert,Mats Köhlert,Germany,German Bundesliga,Hamburger SV,19,1998-05-02,168.0,62.0,450000.0,3000.0
240090,O. Saraçoğlu,Okan Saraçoğlu,Turkey,Turkish Süper Lig,İstanbul Başakşehir FK,19,1998-02-16,183.0,75.0,450000.0,2000.0
240858,Viedma,Alejandro Viedma Vega,Spain,Spanish Segunda División,Sevilla Atlético,18,1999-04-16,172.0,67.0,350000.0,1000.0
184794,A. Yates,Adam Yates,England,English League Two,Port Vale,34,1983-05-28,178.0,75.0,60000.0,2000.0
218587,N. Keown,Niall Keown,Republic of Ireland,Scottish Premiership,Partick Thistle F.C.,22,1995-04-05,183.0,66.0,300000.0,1000.0
240859,Berrocal,Juan Berrocal González,Spain,Spanish Segunda División,Sevilla Atlético,17,1999-12-05,184.0,72.0,300000.0,1000.0
215517,F. Sittsam,Florian Sittsam,Austria,Austrian Bundesliga,SV Mattersburg,22,1994-12-14,186.0,76.0,325000.0,3000.0
221405,M. Rodríguez,Mario Antonio Rodríguez,Mexico,Mexican Liga MX,Santos Laguna,21,1995-08-23,179.0,65.0,290000.0,2000.0
225758,T. Uzan,Tugay Uzan,Turkey,German 3. Liga,Rot-Weiß Erfurt,23,1994-02-27,180.0,78.0,325000.0,1000.0
226270,G. Caffa,Germán Caffa,Argentina,Colombian Primera A,Corporación Club Deportivo Tuluá,36,1980-07-14,190.0,84.0,30000.0,1000.0
199647,P. Wlazło,Piotr Wlazło,Poland,Polish Ekstraklasa,Jagiellonia Białystok,28,1989-06-03,181.0,68.0,210000.0,2000.0
227807,M. Folivi,Michael Folivi,England,English Premier League,Watford,19,1998-02-25,175.0,79.0,450000.0,5000.0
234975,P. Szarek,Przemysław Szarek,Poland,Polish Ekstraklasa,Termalica Bruk-Bet Nieciecza,21,1996-04-22,185.0,80.0,280000.0,1000.0
200416,J. Tyson,Jerrad Tyson,Australia,Australian A-League,Western Sydney Wanderers,27,1989-09-21,189.0,85.0,140000.0,1000.0
226272,Navas,Antonio Navas Vargas,Spain,Spanish Segunda División,UD Almería,22,1995-02-13,169.0,68.0,270000.0,1000.0
214241,J. Palacios,Jamillacson Palacios,Colombia,Colombian Primera A,Tigres FC,29,1988-02-09,178.0,68.0,200000.0,1000.0
233953,J. Deom,Jérôme Deom,Belgium,Belgian First Division A,Standard de Liège,18,1999-04-19,175.0,65.0,425000.0,1000.0
236769,E. De Santis,Eros De Santis,Italy,Italian Serie B,Virtus Entella,19,1997-10-30,183.0,75.0,400000.0,4000.0
239073,C. Antwi-Adjej,Christopher Antwi-Adjej,Germany,German 3. Liga,SC Paderborn 07,23,1994-02-07,173.0,67.0,280000.0,1000.0
230882,J. Simpson,Jack Simpson,England,English Premier League,Bournemouth,20,1997-01-08,178.0,83.0,425000.0,6000.0
232674,F. Ghazi,Fahad Ghazi,Saudi Arabia,Saudi Professional League,Al Shabab,23,1994-03-01,181.0,70.0,240000.0,4000.0
222947,T. Davies,Tom Davies,England,English League Two,Coventry City,25,1992-04-18,185.0,70.0,230000.0,2000.0
233188,P. Krachunov,Plamen Krachunov,Bulgaria,Polish Ekstraklasa,Sandecja Nowy Sącz,28,1989-01-11,189.0,77.0,190000.0,1000.0
237540,P. Förster,Philipp Förster,Germany,German 2. Bundesliga,SV Sandhausen,22,1995-02-04,188.0,82.0,300000.0,1000.0
209893,J. Pepper,Jacob Pepper,Australia,Australian A-League,Brisbane Roar,25,1992-05-08,180.0,75.0,220000.0,1000.0
239333,M. Demir,Mete Kaan Demir,Turkey,German Bundesliga,Hannover 96,19,1998-05-13,170.0,63.0,400000.0,3000.0
228070,J. Silva,Juan Silva,Argentina,Argentinian Superliga,Gimnasia y Esgrima La Plata,19,1997-09-09,178.0,70.0,290000.0,1000.0
229350,D. Brewster,Delial Brewster,England,English League Two,Chesterfield,19,1997-11-07,181.0,64.0,400000.0,2000.0
236006,J. O'Doherty,Jordan O'Doherty,Australia,Australian A-League,Adelaide United,19,1997-10-14,175.0,68.0,300000.0,1000.0
222695,R. Husić,Raif Husić,Germany,German 3. Liga,VfR Aalen,21,1996-02-05,190.0,80.0,240000.0,1000.0
224231,E. Sánchez,Emilio Sánchez,Mexico,Mexican Liga MX,Lobos de la BUAP,23,1994-06-16,186.0,77.0,325000.0,7000.0
227815,V. Arboleda,Victor Arboleda,Colombia,USA Major League Soccer,Portland Timbers,20,1997-01-01,170.0,65.0,375000.0,1000.0
238567,C. Theisen,Christopher Theisen,Germany,German 3. Liga,SC Fortuna Köln,24,1993-06-13,187.0,75.0,270000.0,1000.0
239591,A. López,Ángel López,Mexico,Mexican Liga MX,Guadalajara,21,1996-02-19,174.0,63.0,325000.0,5000.0
241127,Gonzalo Pereira,Gonzalo Pereira Cejudo,Spain,Spanish Segunda División,CF Reus Deportiu,20,1997-02-14,180.0,75.0,290000.0,1000.0
202984,Yoon Dong Min,Dong Min Yoon,Korea Republic,Korean K League Classic,Sangju Sangmu FC,28,1988-07-20,176.0,72.0,210000.0,1000.0
229352,J. Mosquera,Jair Mosquera,Colombia,Colombian Primera A,CPD Junior Barranquilla,25,1992-02-05,185.0,90.0,190000.0,1000.0
231400,M. Bruintjes,Mark Bruintjes,Netherlands,Holland Eredivisie,PEC Zwolle,21,1996-06-26,183.0,72.0,280000.0,1000.0
237544,L. Vido,Luca Vido,Italy,Italian Serie A,Atalanta,20,1997-02-03,182.0,75.0,400000.0,3000.0
239848,O. Dytyatev,Oleksiy Dytyatev,Ukraine,Polish Ekstraklasa,Cracovia,28,1988-11-07,196.0,88.0,190000.0,1000.0
212713,W. Trochim,Wojciech Trochim,Poland,Polish Ekstraklasa,Sandecja Nowy Sącz,28,1989-03-31,180.0,76.0,210000.0,1000.0
216297,A. Razeek,Ahmed Waseem Razeek,Sri Lanka,German 3. Liga,Rot-Weiß Erfurt,22,1994-09-19,178.0,68.0,325000.0,1000.0
223977,A. Nemane,Aaron Nemane,France,Scottish Premiership,Rangers,19,1997-09-26,170.0,62.0,450000.0,4000.0
227817,C. Rosel,Carlos Rosel,Mexico,Mexican Liga MX,Club América,21,1995-08-31,167.0,68.0,375000.0,5000.0
239337,R. Herrmann,Robert Herrmann,Germany,German 2. Bundesliga,SV Sandhausen,23,1993-08-10,181.0,76.0,280000.0,1000.0
232682,A. Al Suwat,Abdulmajeed Al Suwat,Saudi Arabia,Saudi Professional League,Al Taawoun,22,1995-04-21,168.0,57.0,300000.0,3000.0
211179,N. Lancini,Nicola Lancini,Italy,Italian Serie B,Brescia,23,1994-03-29,177.0,70.0,230000.0,1000.0
212459,M. Cavion,Michele Cavion,Italy,Italian Serie B,Cremonese,22,1994-12-08,180.0,74.0,290000.0,1000.0
225516,S. Martelli,Sebastián Martelli,Argentina,Argentinian Superliga,Temperley,21,1996-03-13,170.0,66.0,375000.0,1000.0
240108,C. Zamora,Carlos Zamora,Mexico,Mexican Liga MX,Guadalajara,21,1996-01-14,184.0,80.0,290000.0,5000.0
208109,M. Mallia,Mitchell Mallia,Australia,Australian A-League,Perth Glory,25,1992-03-22,175.0,75.0,280000.0,2000.0
233965,A. Castro-Montes,Alessio Castro-Montes,Belgium,Belgian First Division A,KAS Eupen,20,1997-05-17,174.0,66.0,375000.0,2000.0
234989,A. Benedetti,Amedeo Benedetti,Italy,Italian Serie B,Cittadella,25,1991-10-25,170.0,64.0,210000.0,1000.0
239341,L. Hemmerich,Luke Hemmerich,Germany,German 2. Bundesliga,VfL Bochum,19,1998-02-09,180.0,70.0,450000.0,3000.0
240109,E. García,Edson García,Mexico,Mexican Liga MX,Club Atlas,19,1998-03-01,183.0,84.0,350000.0,2000.0
240877,Felipe,Felipe Rodríguez,Spain,Spanish Segunda División,Sevilla Atlético,19,1998-02-23,176.0,70.0,325000.0,1000.0
219886,H. Heath,Harrison Heath,England,USA Major League Soccer,Atlanta United FC,21,1996-03-06,180.0,73.0,280000.0,1000.0
224238,W. Boyle,William Boyle,Scotland,English League Two,Cheltenham Town,21,1995-09-01,191.0,84.0,250000.0,1000.0
226542,D. Martínez,Diego Martínez,Colombia,Colombian Primera A,Patriotas Boyacá FC,27,1989-11-29,180.0,76.0,180000.0,1000.0
240878,Barbero,Sergio Barbero Haedo,Spain,Spanish Segunda División,C.D. Leonesa S.A.D.,20,1996-11-15,172.0,69.0,325000.0,1000.0
232687,H. Mitsumaru,Hiromu Mitsumaru,Japan,Japanese J1 League,Sagan Tosu,23,1993-07-06,172.0,69.0,220000.0,1000.0
235503,A. Nkosi,Ayanda Nkosi,South Africa,South African PSL,Orlando Pirates,24,1993-01-23,181.0,75.0,270000.0,1000.0
241135,J. Collins,Jamilu Collins,Nigeria,German 3. Liga,SC Paderborn 07,22,1994-08-05,183.0,76.0,240000.0,1000.0
203504,A. Amadi-Holloway,Aaron Amadi-Holloway,Wales,English League One,Oldham Athletic,24,1993-02-21,188.0,83.0,280000.0,1000.0
217584,S. Bourard,Samy Bourard,Belgium,Belgian First Division A,Sint-Truidense VV,21,1996-03-29,175.0,64.0,300000.0,2000.0
240368,G. Lazarte,Gabriel Lazarte,Argentina,Argentinian Superliga,Chacarita Juniors,19,1997-11-07,175.0,70.0,350000.0,1000.0
183792,T. Piermayr,Thomas Piermayr,Austria,Swedish Allsvenskan,AFC Eskilstuna,27,1989-08-02,181.0,77.0,210000.0,1000.0
204785,M. Mandron,Mikael Mandron,Scotland,English League Two,Colchester United,22,1994-10-11,191.0,82.0,325000.0,2000.0
229873,A. Munksgaard,Alexander Munksgaard,Denmark,Danish Superliga,FC Midtjylland,19,1997-12-13,181.0,75.0,250000.0,2000.0
234993,D. Alampasu,Dele Alampasu,Nigeria,Portuguese Primeira Liga,CD Feirense,20,1996-12-24,199.0,78.0,280000.0,1000.0
226290,U. Tavares,Ulises Tavares,Mexico,Colombian Primera A,Patriotas Boyacá FC,24,1993-04-29,182.0,76.0,280000.0,1000.0
220915,G. Moncini,Gabriele Moncini,Italy,Italian Serie B,Cesena,21,1996-04-26,183.0,79.0,375000.0,1000.0
224499,M. Lund,Mitchell Lund,England,English League Two,Morecambe,20,1996-08-27,185.0,75.0,280000.0,1000.0
240627,A. Anastasio,Armando Anastasio,Italy,Italian Serie B,Carpi,20,1996-07-24,180.0,71.0,300000.0,6000.0
241139,B. Hansen,Benjamin Hansen,Denmark,Danish Superliga,FC Nordsjælland,23,1994-02-07,190.0,80.0,240000.0,2000.0
238068,M. Richter,Marco Richter,Germany,German Bundesliga,FC Augsburg,19,1997-11-24,180.0,78.0,400000.0,2000.0
240628,D. Šarić,Dario Šarić,Bosnia Herzegovina,Italian Serie B,Carpi,20,1997-05-30,180.0,70.0,290000.0,1000.0
240629,L. van Dijk,Lex van Dijk,Netherlands,Holland Eredivisie,Willem II,21,1996-05-30,182.0,76.0,290000.0,1000.0
182261,D. Mejía,Diego Mejía,Mexico,Mexican Liga MX,Monarcas Morelia,33,1983-10-12,177.0,76.0,120000.0,2000.0
221686,C. Mosca,Claudio Mosca,Argentina,Argentinian Superliga,San Martín de San Juan,26,1991-04-04,180.0,74.0,220000.0,2000.0
226550,C. Zock,Christian Zock,Cameroon,Swiss Super League,FC Sion,23,1994-05-06,190.0,80.0,325000.0,3000.0
237046,G. Villar,Guido Villar,Argentina,Argentinian Superliga,Bahía Blanca,22,1995-02-15,192.0,79.0,230000.0,1000.0
220919,A. Al Fahad,Abdulelah Al Fahad,Saudi Arabia,Saudi Professional League,Al Fayha,25,1992-06-11,178.0,75.0,250000.0,3000.0
225015,G. Scalera,Giuseppe Scalera,Italy,Italian Serie B,Bari,19,1998-01-26,184.0,73.0,400000.0,1000.0
222456,C. Ward,Charlie Ward,England,USA Major League Soccer,Houston Dynamo,22,1995-02-19,173.0,73.0,280000.0,1000.0
225016,G. Di Noia,Giovanni Di Noia,Italy,Italian Serie B,Cesena,22,1994-07-03,181.0,72.0,280000.0,1000.0
225784,K. Hinds,Kaylen Hinds,England,German Bundesliga,VfL Wolfsburg,19,1998-01-21,179.0,80.0,450000.0,5000.0
172024,Sito Riera,Lorenzo Riera Ortega,Spain,Polish Ekstraklasa,Śląsk Wrocław,33,1984-02-29,185.0,75.0,120000.0,1000.0
231929,G. Miller,George Miller,England,English Championship,Middlesbrough,18,1998-08-11,178.0,64.0,270000.0,2000.0
240889,J. van der Sar,Joe van der Sar,Netherlands,Holland Eredivisie,ADO Den Haag,19,1998-03-16,186.0,75.0,280000.0,1000.0
232954,R. Kurisawa,Ryoichi Kurisawa,Japan,Japanese J1 League,Kashiwa Reysol,34,1982-09-05,170.0,64.0,60000.0,2000.0
237050,O. Kudryk,Oleg Kudryk,Ukraine,Ukrainian Premier League,Shakhtar Donetsk,20,1996-10-17,185.0,69.0,260000.0,1000.0
232187,A. Berry,Adam Berry,Australia,Australian A-League,Central Coast Mariners,19,1997-07-20,175.0,70.0,280000.0,1000.0
237563,A. Badji,Aliou Badji,Senegal,Swedish Allsvenskan,Djurgårdens IF,19,1997-10-10,189.0,75.0,325000.0,1000.0
238843,T. Lebeau,Tom Lebeau,France,French Ligue 2,Chamois Niortais FC,18,1998-07-23,175.0,65.0,425000.0,1000.0
239611,M. Eisa,Mohamed Eisa,Sudan,English League Two,Cheltenham Town,22,1994-07-12,183.0,70.0,300000.0,2000.0
241147,M. Ferreyra,Martín Ferreyra,Argentina,Argentinian Superliga,Bahía Blanca,21,1996-04-21,191.0,82.0,270000.0,1000.0
206332,G. Morrissey,Gearóid Morrissey,Republic of Ireland,Rep. Ireland Premier Division,Cork City,25,1991-11-17,183.0,81.0,270000.0,1000.0
236028,Javi Díaz,Javier Díaz Sánchez,Spain,Spanish Primera División,Sevilla FC,20,1997-05-15,185.0,75.0,290000.0,1000.0
237308,S. Adekoya,Seyi Adekoya,United States,USA Major League Soccer,Seattle Sounders FC,21,1995-12-05,180.0,77.0,300000.0,1000.0
201981,A. Asante,Akwasi Asante,Netherlands,English League Two,Grimsby Town,24,1992-09-06,183.0,83.0,280000.0,2000.0
212733,G. Green,George Green,England,Norwegian Eliteserien,Viking FK,21,1996-01-02,183.0,79.0,280000.0,1000.0
214013,J. Murillo,Jefferson Murillo,Colombia,Mexican Liga MX,Tiburones Rojos de Veracruz,25,1992-01-18,171.0,66.0,210000.0,1000.0
238846,T. Archibald,Theo Archibald,Scotland,English Championship,Brentford,19,1998-03-05,180.0,60.0,450000.0,4000.0
239870,M. Karpov,Maxim Karpov,Russia,Russian Premier League,Zenit St. Petersburg,22,1995-03-17,186.0,68.0,260000.0,6000.0
228607,D. Reimann,Dominik Reimann,Germany,German Bundesliga,Borussia Dortmund,20,1997-06-18,186.0,84.0,375000.0,4000.0
231423,C. De Norre,Casper De Norre,Belgium,Belgian First Division A,Sint-Truidense VV,20,1997-02-07,174.0,69.0,290000.0,1000.0
189695,J. Devitt,Jamie Devitt,Republic of Ireland,English League Two,Carlisle United,26,1990-07-06,178.0,66.0,220000.0,2000.0
231936,B. White,Ben White,England,English League Two,Newport County,19,1997-10-08,185.0,78.0,300000.0,3000.0
241408,M. Reuvers,Marwin Reuvers,Netherlands,Holland Eredivisie,NAC Breda,18,1999-03-04,184.0,70.0,250000.0,1000.0
228097,E. Goshev,Evgeniy Goshev,Russia,Russian Premier League,FC Rostov,20,1997-06-17,197.0,85.0,280000.0,2000.0
240641,S. Al Shammari,Sami Kassar Al Shammari,Saudi Arabia,Saudi Professional League,Ohod Club,27,1990-06-02,170.0,60.0,130000.0,3000.0
237570,T. Plavotic,Tin Plavotic,Croatia,English Championship,Bristol City,20,1997-06-30,197.0,92.0,300000.0,4000.0
226564,K. Gadzhalov,Kostadin Gadzhalov,Bulgaria,Scottish Premiership,Dundee FC,28,1989-06-20,186.0,75.0,140000.0,1000.0
228356,J. Maguire-Drew,Jordan Maguire-Drew,England,English League Two,Lincoln City,19,1997-09-19,181.0,75.0,325000.0,4000.0
239620,J. Cruz,Jorge Cruz,Mexico,Mexican Liga MX,Tigres U.A.N.L.,18,1998-08-08,184.0,78.0,220000.0,4000.0
186884,B. Kantarovski,Ben Kantarovski,Australia,Australian A-League,Newcastle Jets,25,1992-01-20,183.0,74.0,160000.0,1000.0
220677,J. Morrell,Joe Morrell,Wales,English League Two,Cheltenham Town,20,1997-01-03,168.0,64.0,240000.0,5000.0
220933,A. Bellemo,Alessandro Bellemo,Italy,Italian Serie A,Ferrara (SPAL),21,1995-08-07,184.0,75.0,230000.0,2000.0
222469,C. Rubio Sivodedov,Christian Rubio Sivodedov,Sweden,Norwegian Eliteserien,Strømsgodset IF,19,1997-11-07,177.0,72.0,325000.0,1000.0
239621,J. Celaya,Jhory Celaya,Mexico,Mexican Liga MX,Tigres U.A.N.L.,18,1998-08-25,168.0,62.0,260000.0,4000.0
240901,Idrisa Sambú,Idrisa Sambú,Portugal,Russian Premier League,Spartak Moscow,19,1998-03-27,185.0,75.0,325000.0,5000.0
238854,O. Rommens,Olivier Rommens,Belgium,Holland Eredivisie,NAC Breda,22,1995-02-03,170.0,64.0,210000.0,2000.0
